mreid_id,price,area,location,no_of_bedrooms,resale,maintenancestaff,gymnasium,swimmingpool,landscapedgardens,joggingtrack,rainwaterharvesting,indoorgames,shoppingmall,intercom,sportsfacility,atm,clubhouse,school,24x7security,powerbackup,carparking,staffquarter,cafeteria,multipurposeroom,hospital,washingmachine,gasconnection,ac,wifi,children_splayarea,liftavailable,bed,vaastucompliant,microwave,golfcourse,tv,diningtable,sofa,wardrobe,refrigerator,source_city,source_file,amenity_count,amenity_coverage
MREID_0000067,5559000,1635.0,whitefield hope farm junction,3.0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,15,34
MREID_0000068,4723000,1145.0,rr nagar,2.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,9,34
MREID_0000069,4465000,1175.0,krishnarajapura,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,0,34
MREID_0000070,8954000,1216.0,varthur,2.0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,bangalore,Bangalore.csv,18,34
MREID_0000071,4000000,1005.0,electronics city,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,0,34
MREID_0000072,5400000,1200.0,chikkalasandra,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,2,34
MREID_0000073,8784000,1279.0,kogilu,2.0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,16,34
MREID_0000074,7900000,1180.0,nayandahalli,2.0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,18,34
MREID_0000075,4781000,1310.0,electronic city phase 2,3.0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,17,34
MREID_0000076,15000000,1776.0,bilekahalli,3.0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,16,34
MREID_0000077,4700000,1125.0,horamavu,2.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,8,34
MREID_0000078,7767000,1195.0,muneshwara nagar,3.0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,10,34
MREID_0000079,6487000,1272.0,thanisandra,2.0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,12,34
MREID_0000080,14000000,2170.0,junnasandra,3.0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,15,34
MREID_0000081,8758000,1510.0,rr nagar,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,0,34
MREID_0000082,13100000,1846.0,narayanapura on hennur main road,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,3,34
MREID_0000083,5500000,1170.0,kothanur,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,0,34
MREID_0000084,4900000,1215.0,kadugodi industrial area,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,0,34
MREID_0000085,8779000,1245.0,kannur on thanisandra main road,2.0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,18,34
MREID_0000086,22000000,1833.0,itpl,3.0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,17,34
MREID_0000087,5329000,969.0,sarjapur road wipro to railway crossing,2.0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,11,34
MREID_0000088,7500000,1100.0,rmv extension stage 2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,2,34
MREID_0000089,3779999,900.0,kudlu,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,7,34
MREID_0000090,9000000,1306.0,talaghattapura,2.0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,8,34
MREID_0000091,8218000,1505.0,electronic city phase 2,3.0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,15,34
MREID_0000092,8656000,1502.0,jakkur,3.0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,13,34
MREID_0000093,7520000,1675.0,doddanekundi,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,3,34
MREID_0000094,6148000,1083.0,kumbalgodu,3.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,22,34
MREID_0000095,11000000,1805.0,begur,3.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,22,34
MREID_0000096,11399999,1880.0,begur,3.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,22,34
MREID_0000097,13000000,2180.0,begur,4.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,22,34
MREID_0000098,11299999,1850.0,begur,3.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,22,34
MREID_0000099,4900000,1188.0,kannur on thanisandra main road,2.0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,9,34
MREID_0000100,5002000,1215.0,kannur on thanisandra main road,2.0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,9,34
MREID_0000101,5036000,1224.0,kannur on thanisandra main road,2.0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,9,34
MREID_0000102,6736000,1350.0,doddanekundi,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,3,34
MREID_0000103,8233000,1650.0,doddanekundi,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,3,34
MREID_0000104,6761000,1355.0,doddanekundi,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,3,34
MREID_0000105,6611000,1325.0,doddanekundi,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,3,34
MREID_0000106,6287000,1260.0,doddanekundi,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,3,34
MREID_0000107,6437000,1290.0,doddanekundi,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,3,34
MREID_0000108,6112000,1225.0,doddanekundi,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,3,34
MREID_0000109,6487000,1300.0,doddanekundi,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,3,34
MREID_0000110,9412000,1247.0,dasarahalli on tumkur road,2.0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,15,34
MREID_0000111,10500000,1486.0,dasarahalli on tumkur road,3.0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,15,34
MREID_0000112,10200000,1433.0,dasarahalli on tumkur road,3.0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,bangalore,Bangalore.csv,15,34
MREID_0000113,4722000,1152.0,kengeri,2.0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,16,34
MREID_0000114,4586000,1119.0,kengeri,2.0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,bangalore,Bangalore.csv,16,34
